State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Jammu and Kashmir,SRINAGAR,other oilseeds,2003-04,Rabi,7,Hectare,2,Tonnes,0.285714285714285
Jammu and Kashmir,UDHAMPUR,other oilseeds,2003-04,Rabi,2,Hectare,1,Tonnes,0.5
Jammu and Kashmir,ANANTNAG,Peas & beans (Pulses),2003-04,Rabi,233,Hectare,356,Tonnes,1.52789699570815
Jammu and Kashmir,BADGAM,Peas & beans (Pulses),2001-02,Rabi,118,Hectare,141,Tonnes,1.19491525423728
Jammu and Kashmir,BADGAM,Peas & beans (Pulses),2002-03,Rabi,112,Hectare,134,Tonnes,1.19642857142857
Jammu and Kashmir,BADGAM,Peas & beans (Pulses),2003-04,Rabi,111,Hectare,133,Tonnes,1.19819819819819
Jammu and Kashmir,BARAMULLA,Peas & beans (Pulses),2003-04,Kharif,184,Hectare,110,Tonnes,0.597826086956521
Jammu and Kashmir,BARAMULLA,Peas & beans (Pulses),2003-04,Rabi,114,Hectare,80,Tonnes,0.701754385964912
Jammu and Kashmir,DODA,Peas & beans (Pulses),2001-02,Rabi,168,Hectare,101,Tonnes,0.601190476190476
Jammu and Kashmir,DODA,Peas & beans (Pulses),2002-03,Rabi,203,Hectare,122,Tonnes,0.600985221674876
Jammu and Kashmir,DODA,Peas & beans (Pulses),2003-04,Rabi,215,Hectare,,Tonnes,0.604651162790697
Jammu and Kashmir,JAMMU,Peas & beans (Pulses),2001-02,Rabi,34,Hectare,,Tonnes,1.85294117647058
Jammu and Kashmir,JAMMU,Peas & beans (Pulses),2002-03,Rabi,27,Hectare,,Tonnes,1.85185185185185
Jammu and Kashmir,JAMMU,Peas & beans (Pulses),2003-04,Rabi,22,Hectare,,Tonnes,1.86363636363636
Jammu and Kashmir,KARGIL,Peas & beans (Pulses),2001-02,Rabi,685,Hectare,,Tonnes,0.776642335766423
Jammu and Kashmir,KARGIL,Peas & beans (Pulses),2002-03,Rabi,685,Hectare,,Tonnes,0.778102189781021
Jammu and Kashmir,KARGIL,Peas & beans (Pulses),2003-04,Kharif,18,Hectare,,Tonnes,0.111111111111111
Jammu and Kashmir,KARGIL,Peas & beans (Pulses),2003-04,Rabi,531,Hectare,,Tonnes,0.777777777777777
Jammu and Kashmir,KATHUA,Peas & beans (Pulses),2001-02,Rabi,2,Hectare,,Tonnes,0.5
Jammu and Kashmir,KATHUA,Peas & beans (Pulses),2003-04,Rabi,4,Hectare,,Tonnes,0.75
Jammu and Kashmir,LEH LADAKH,Peas & beans (Pulses),2001-02,Rabi,192,Hectare,,Tonnes,0.489583333333333
Jammu and Kashmir,LEH LADAKH,Peas & beans (Pulses),2002-03,Rabi,192,Hectare,,Tonnes,0.489583333333333
Jammu and Kashmir,LEH LADAKH,Peas & beans (Pulses),2003-04,Rabi,180,Hectare,,Tonnes,0.494444444444444
Jammu and Kashmir,PULWAMA,Peas & beans (Pulses),2001-02,Rabi,88,Hectare,,Tonnes,0.693181818181818
Jammu and Kashmir,PULWAMA,Peas & beans (Pulses),2002-03,Rabi,317,Hectare,,Tonnes,0.700315457413249
Jammu and Kashmir,PULWAMA,Peas & beans (Pulses),2003-04,Rabi,394,Hectare,,Tonnes,0.697969543147208
Jammu and Kashmir,RAJAURI,Peas & beans (Pulses),2001-02,Rabi,7,Hectare,,Tonnes,0.571428571428571
Jammu and Kashmir,RAJAURI,Peas & beans (Pulses),2002-03,Rabi,15,Hectare,,Tonnes,0.733333333333333
Jammu and Kashmir,RAJAURI,Peas & beans (Pulses),2003-04,Rabi,5,Hectare,,Tonnes,0.8
Jammu and Kashmir,SRINAGAR,Peas & beans (Pulses),2001-02,Rabi,117,Hectare,,Tonnes,0.589743589743589
Jammu and Kashmir,SRINAGAR,Peas & beans (Pulses),2002-03,Rabi,121,Hectare,,Tonnes,0.595041322314049
Jammu and Kashmir,SRINAGAR,Peas & beans (Pulses),2003-04,Rabi,104,Hectare,,Tonnes,0.596153846153846
Jammu and Kashmir,UDHAMPUR,Peas & beans (Pulses),2001-02,Rabi,4,Hectare,,Tonnes,0.5
Jammu and Kashmir,UDHAMPUR,Peas & beans (Pulses),2002-03,Rabi,10,Hectare,,Tonnes,0.7
Jammu and Kashmir,ANANTNAG,Potato,2001-02,Whole Year,41,Hectare,,Tonnes,11.6585365853658
Jammu and Kashmir,ANANTNAG,Potato,2002-03,Whole Year,26,Hectare,,Tonnes,12.4230769230769
Jammu and Kashmir,ANANTNAG,Potato,2003-04,Whole Year,29,Hectare,,Tonnes,15.3448275862068
Jharkhand,SAHEBGANJ,Gram,2003-04,Rabi,838,Hectare,,Tonnes,0.962004773269689
Jharkhand,SIMDEGA,Gram,2003-04,Rabi,189.69,Hectare,,Tonnes,0.55100427012494
Jharkhand,WEST SINGHBHUM,Gram,2002-03,Rabi,219.6,Hectare,,Tonnes,0.815983606557377
Jharkhand,WEST SINGHBHUM,Gram,2003-04,Rabi,227.47,Hectare,,Tonnes,0.697014990987822
Jharkhand,BOKARO,Maize,2002-03,Autumn,1589.28,Hectare,,Tonnes,1.39899828853317
Jharkhand,BOKARO,Maize,2003-04,Autumn,1589.92,Hectare,,Tonnes,1.19599728288215
Jharkhand,CHATRA,Maize,2002-03,Autumn,4679.7,Hectare,,Tonnes,1.44600081201786
Jharkhand,CHATRA,Maize,2003-04,Autumn,5152.56,Hectare,,Tonnes,1.78800052789293
Jharkhand,DEOGHAR,Maize,2002-03,Autumn,2778.16,Hectare,,Tonnes,1.08400164137414
Jharkhand,DEOGHAR,Maize,2003-04,Autumn,3156.77,Hectare,,Tonnes,1.36199976558317
Jharkhand,DHANBAD,Maize,2002-03,Autumn,1353.91,Hectare,,Tonnes,0.849997414894638
Jharkhand,DHANBAD,Maize,2003-04,Autumn,1544.38,Hectare,,Tonnes,1.12700242168378
Jharkhand,DUMKA,Maize,2002-03,Autumn,11002.27,Hectare,,Tonnes,1.49999954554832
Jharkhand,DUMKA,Maize,2003-04,Autumn,11046.54,Hectare,,Tonnes,1.28100020458894
Jharkhand,EAST SINGHBUM,Maize,2003-04,Autumn,1253.32,Hectare,,Tonnes,0.794003127692847
Jharkhand,GARHWA,Maize,2003-04,Autumn,7419.8,Hectare,,Tonnes,2.26600043127847
Jharkhand,GIRIDIH,Maize,2002-03,Autumn,9656.45,Hectare,,Tonnes,0.878999011023719
Jharkhand,GIRIDIH,Maize,2003-04,Autumn,6824.42,Hectare,,Tonnes,1.18500033702497
Jharkhand,GODDA,Maize,2002-03,Autumn,4690.39,Hectare,,Tonnes,1.15099810463522
Jharkhand,GODDA,Maize,2003-04,Autumn,4701.54,Hectare,,Tonnes,1.20299944273578
Jharkhand,GUMLA,Maize,2002-03,Autumn,1936.99,Hectare,,Tonnes,1.11099695919958
Jharkhand,GUMLA,Maize,2003-04,Autumn,1865.51,Hectare,,Tonnes,1.47999742697707
Jharkhand,HAZARIBAGH,Maize,2002-03,Autumn,8017,Hectare,,Tonnes,0.955000623674691
Jharkhand,HAZARIBAGH,Maize,2003-04,Autumn,5811,Hectare,,Tonnes,1.34
Jharkhand,JAMTARA,Maize,2003-04,Autumn,2770.74,Hectare,,Tonnes,1.78699914102369
Jharkhand,KODERMA,Maize,2003-04,Autumn,476.37,Hectare,,Tonnes,1.12800974032789
Jharkhand,LATEHAR,Maize,2003-04,Autumn,10365.92,Hectare,,Tonnes,2.15300040903267
Jharkhand,LOHARDAGA,Maize,2003-04,Autumn,1793.8,Hectare,,Tonnes,1.53900100345634
Jharkhand,PAKUR,Maize,2002-03,Autumn,2730.54,Hectare,,Tonnes,1.79899946530722
Jharkhand,PAKUR,Maize,2003-04,Autumn,1423.19,Hectare,,Tonnes,0.918001110182055
Jharkhand,PALAMU,Maize,2002-03,Autumn,9659.7,Hectare,,Tonnes,1.15199954449931
Jharkhand,PALAMU,Maize,2003-04,Autumn,11685.65,Hectare,,Tonnes,1.33600013692006
Jharkhand,RANCHI,Maize,2002-03,Autumn,3453.05,Hectare,,Tonnes,1.12799988416037
Jharkhand,RANCHI,Maize,2003-04,Autumn,3572,Hectare,,Tonnes,1.58000559910414
Jharkhand,SAHEBGANJ,Maize,2002-03,Autumn,12.2,Hectare,,Tonnes,1.56639344262295
Jharkhand,SAHEBGANJ,Maize,2003-04,Autumn,2154.46,Hectare,,Tonnes,1.70600057555025
Jharkhand,SARAIKELA KHARSAWAN,Maize,2003-04,Autumn,3251.07,Hectare,,Tonnes,1.33999883115405
Jharkhand,SIMDEGA,Maize,2003-04,Autumn,590.45,Hectare,,Tonnes,0.977999830637649
Jharkhand,WEST SINGHBHUM,Maize,2002-03,Autumn,1220.69,Hectare,,Tonnes,0.82299355282668
Jharkhand,WEST SINGHBHUM,Maize,2003-04,Autumn,1142.5,Hectare,,Tonnes,1.07400437636761
Jharkhand,GARHWA,Masoor,2003-04,Rabi,1778.23,Hectare,,Tonnes,2.72000247437058
Jharkhand,GODDA,Masoor,2002-03,Rabi,1175.22,Hectare,,Tonnes,0.853993294872449
Jharkhand,GODDA,Masoor,2003-04,Rabi,2205.83,Hectare,,Tonnes,0.979998458630084
Jharkhand,LATEHAR,Masoor,2003-04,Rabi,396.64,Hectare,,Tonnes,0.420003025413473
Jharkhand,PALAMU,Masoor,2002-03,Rabi,1093.6,Hectare,,Tonnes,0.530998536942209
Jharkhand,PALAMU,Masoor,2003-04,Rabi,2612.91,Hectare,,Tonnes,0.580000841973125
Jharkhand,SAHEBGANJ,Masoor,2002-03,Rabi,784.84,Hectare,,Tonnes,1.01399011263442
Jharkhand,GARHWA,Onion,2003-04,Whole Year,199.96,Hectare,,Tonnes,8.1749849969994
Jharkhand,GIRIDIH,Onion,2003-04,Whole Year,151.82,Hectare,,Tonnes,14.2729548149123
Jharkhand,HAZARIBAGH,Onion,2003-04,Whole Year,287.2,Hectare,,Tonnes,7.6
Jharkhand,RANCHI,Onion,2003-04,Whole Year,499,Hectare,,Tonnes,6.43799599198396
Jharkhand,GIRIDIH,Potato,2002-03,Rabi,1452.95,Hectare,,Tonnes,12.7039953198664
Jharkhand,GIRIDIH,Potato,2003-04,Rabi,1691.08,Hectare,,Tonnes,14.0599971615772
Jharkhand,GUMLA,Potato,2002-03,Rabi,1118.25,Hectare,,Tonnes,3.32
Jharkhand,GUMLA,Potato,2002-03,Winter,1841.95,Hectare,,Tonnes,5.46299845272673
Jharkhand,GUMLA,Potato,2003-04,Rabi,964.11,Hectare,,Tonnes,4.00900312205038
Jharkhand,GUMLA,Potato,2003-04,Winter,2181.33,Hectare,,Tonnes,5.76999812041277
Jharkhand,HAZARIBAGH,Potato,2002-03,Rabi,2614.12,Hectare,,Tonnes,6.78799749055131
Jharkhand,HAZARIBAGH,Potato,2002-03,Winter,5505.66,Hectare,,Tonnes,7.66599826360509
Jharkhand,HAZARIBAGH,Potato,2003-04,Rabi,2310.39,Hectare,,Tonnes,7.50300165772878
Jharkhand,HAZARIBAGH,Potato,2003-04,Winter,4971.07,Hectare,,Tonnes,8
Jharkhand,JAMTARA,Potato,2003-04,Rabi,245.79,Hectare,,Tonnes,3.22999308352658
Jharkhand,LATEHAR,Potato,2003-04,Rabi,415.3,Hectare,,Tonnes,7.65699494341439
Jharkhand,LATEHAR,Potato,2003-04,Winter,977.08,Hectare,,Tonnes,7.97499692962705
Jharkhand,PALAMU,Potato,2002-03,Rabi,4418.36,Hectare,,Tonnes,7.5469993391213
Jharkhand,PALAMU,Potato,2003-04,Rabi,565.05,Hectare,,Tonnes,8.19099194761525
Jharkhand,PALAMU,Potato,2003-04,Winter,1387.75,Hectare,,Tonnes,7.8919113673212
Jharkhand,RANCHI,Potato,2002-03,Rabi,2665.69,Hectare,,Tonnes,6.72999861199164
Jharkhand,RANCHI,Potato,2002-03,Winter,3178.17,Hectare,,Tonnes,7.02286535962519
Jharkhand,RANCHI,Potato,2003-04,Rabi,2618.51,Hectare,,Tonnes,6.62500047737071
Jharkhand,RANCHI,Potato,2003-04,Winter,2784.57,Hectare,,Tonnes,16.4599992099318
Jharkhand,SIMDEGA,Potato,2003-04,Rabi,539.81,Hectare,,Tonnes,4.60799170078361
Jharkhand,SIMDEGA,Potato,2003-04,Winter,872.57,Hectare,,Tonnes,5.68091958238307
Jharkhand,GIRIDIH,Ragi,2002-03,Autumn,3247.35,Hectare,,Tonnes,0.37299952268773
Jharkhand,GIRIDIH,Ragi,2003-04,Autumn,7227.08,Hectare,,Tonnes,0.419999501873509
Jharkhand,GUMLA,Ragi,2002-03,Autumn,7847.8,Hectare,,Tonnes,2.42099951578786
Jharkhand,GUMLA,Ragi,2003-04,Autumn,20190.6,Hectare,,Tonnes,0.62500024763999
Jharkhand,HAZARIBAGH,Ragi,2002-03,Autumn,1853.22,Hectare,,Tonnes,1.00699862941258
Jharkhand,HAZARIBAGH,Ragi,2003-04,Autumn,3434.22,Hectare,,Tonnes,1.06499874789617
Jharkhand,KODERMA,Ragi,2002-03,Autumn,627.4,Hectare,,Tonnes,1.22099139305068
Jharkhand,KODERMA,Ragi,2003-04,Autumn,1451.12,Hectare,,Tonnes,1.40700286675119
Jharkhand,LOHARDAGA,Ragi,2002-03,Autumn,1863.34,Hectare,,Tonnes,0.559999785331716
Jharkhand,LOHARDAGA,Ragi,2003-04,Autumn,2707.11,Hectare,,Tonnes,0.520998407896243
Jharkhand,PALAMU,Ragi,2002-03,Autumn,741.37,Hectare,,Tonnes,0.958994833888611
Jharkhand,RANCHI,Ragi,2002-03,Autumn,10479.25,Hectare,,Tonnes,0.797999856859985
Jharkhand,RANCHI,Ragi,2003-04,Autumn,25469.7,Hectare,,Tonnes,0.670000039262339
Jharkhand,SIMDEGA,Ragi,2003-04,Autumn,12821.47,Hectare,,Tonnes,0.817999808134324
Jharkhand,CHATRA,Rapeseed &Mustard,2002-03,Rabi,419.75,Hectare,,Tonnes,0.835997617629541
Jharkhand,CHATRA,Rapeseed &Mustard,2003-04,Rabi,239.94,Hectare,,Tonnes,0.751979661582062
Jharkhand,DUMKA,Rapeseed &Mustard,2002-03,Rabi,250.19,Hectare,,Tonnes,1.19097485910707
Jharkhand,DUMKA,Rapeseed &Mustard,2003-04,Rabi,554.31,Hectare,,Tonnes,1.00200248958164
Jharkhand,GARHWA,Rapeseed &Mustard,2002-03,Rabi,779.51,Hectare,,Tonnes,0.650998704314248
Jharkhand,GARHWA,Rapeseed &Mustard,2003-04,Rabi,591.38,Hectare,,Tonnes,0.618992864148263
Jharkhand,GODDA,Rapeseed &Mustard,2002-03,Rabi,719.83,Hectare,,Tonnes,0.801994915466151
Jharkhand,GODDA,Rapeseed &Mustard,2003-04,Rabi,671.05,Hectare,,Tonnes,0.801996870575963
Jharkhand,GUMLA,Rapeseed &Mustard,2002-03,Rabi,178.91,Hectare,,Tonnes,0.638980492985299
Jharkhand,GUMLA,Rapeseed &Mustard,2003-04,Rabi,188.18,Hectare,,Tonnes,1.16797746838133
Jharkhand,LATEHAR,Rapeseed &Mustard,2003-04,Rabi,928.69,Hectare,,Tonnes,0.698004716320839
Jharkhand,PAKUR,Rapeseed &Mustard,2002-03,Rabi,567.06,Hectare,,Tonnes,0.754999470955454
Jharkhand,PAKUR,Rapeseed &Mustard,2003-04,Rabi,673.78,Hectare,,Tonnes,0.899997031672059
Jharkhand,PALAMU,Rapeseed &Mustard,2002-03,Rabi,977.43,Hectare,,Tonnes,0.792997964048576
Jharkhand,PALAMU,Rapeseed &Mustard,2003-04,Rabi,933.49,Hectare,,Tonnes,0.707002753109299
Jharkhand,RANCHI,Rapeseed &Mustard,2002-03,Rabi,364.77,Hectare,,Tonnes,0.717986676535899
Jharkhand,RANCHI,Rapeseed &Mustard,2003-04,Rabi,424.32,Hectare,,Tonnes,1.11399415535444
Jharkhand,SAHEBGANJ,Rapeseed &Mustard,2002-03,Rabi,446.89,Hectare,,Tonnes,0.647989438116762
Jharkhand,SAHEBGANJ,Rapeseed &Mustard,2003-04,Rabi,903.63,Hectare,,Tonnes,0.664995628741852
Jharkhand,SIMDEGA,Rapeseed &Mustard,2003-04,Rabi,10.23,Hectare,,Tonnes,0.418377321603128
Jharkhand,BOKARO,Rice,2002-03,Winter,31891.35,Hectare,,Tonnes,0.709999733470047
Jharkhand,BOKARO,Rice,2003-04,Winter,31904.26,Hectare,,Tonnes,0.940000071150373
Jharkhand,CHATRA,Rice,2002-03,Winter,27827.15,Hectare,,Tonnes,1.23200004312335
Jharkhand,CHATRA,Rice,2003-04,Winter,25537.4,Hectare,,Tonnes,1.0713567826012
Jharkhand,DEOGHAR,Rice,2002-03,Autumn,1955.12,Hectare,,Tonnes,0.906665575514546
Jharkhand,DEOGHAR,Rice,2002-03,Winter,65362.28,Hectare,,Tonnes,1.2201303259311
Jharkhand,DEOGHAR,Rice,2003-04,Autumn,4794.94,Hectare,,Tonnes,0.958000100105527
Jharkhand,DEOGHAR,Rice,2003-04,Winter,51821.8,Hectare,,Tonnes,0.988666674449748
Jharkhand,DHANBAD,Rice,2002-03,Winter,21245,Hectare,,Tonnes,1.03666886326194
Jharkhand,DHANBAD,Rice,2003-04,Winter,29170.02,Hectare,,Tonnes,1.51066677362579
Jharkhand,DUMKA,Rice,2002-03,Autumn,4763.68,Hectare,,Tonnes,1.33246712625533
Jharkhand,DUMKA,Rice,2002-03,Winter,75492.94,Hectare,,Tonnes,1.43133384393295
Jharkhand,DUMKA,Rice,2003-04,Autumn,8310.89,Hectare,,Tonnes,0.863333168890455
Jharkhand,DUMKA,Rice,2003-04,Winter,74874.82,Hectare,,Tonnes,1.18933334330553
Jharkhand,EAST SINGHBUM,Rice,2002-03,Autumn,2525.35,Hectare,,Tonnes,0.740665650305898
Jharkhand,EAST SINGHBUM,Rice,2002-03,Winter,86624.52,Hectare,,Tonnes,0.96399991595913
Jharkhand,EAST SINGHBUM,Rice,2003-04,Autumn,207599.95,Hectare,,Tonnes,0.763333517180519
Jharkhand,EAST SINGHBUM,Rice,2003-04,Winter,84048.56,Hectare,,Tonnes,1.10599999179046
Jharkhand,GARHWA,Rice,2002-03,Winter,16368.26,Hectare,,Tonnes,0.962666159995014
Jharkhand,GARHWA,Rice,2003-04,Autumn,12032.5,Hectare,,Tonnes,0.801333638063577
Jharkhand,GARHWA,Rice,2003-04,Winter,19919.18,Hectare,,Tonnes,1.01133346503219
Jharkhand,GIRIDIH,Rice,2002-03,Autumn,48.51,Hectare,,Tonnes,0.35594042465471
Jharkhand,GIRIDIH,Rice,2002-03,Winter,48794.45,Hectare,,Tonnes,0.919333243842281
Jharkhand,GIRIDIH,Rice,2003-04,Autumn,7523.5,Hectare,,Tonnes,0.820000398750581
Jharkhand,GIRIDIH,Rice,2003-04,Winter,62305.55,Hectare,,Tonnes,1.17533328363203
Jharkhand,GODDA,Rice,2002-03,Autumn,2814.79,Hectare,,Tonnes,0.79333342807101
Jharkhand,GODDA,Rice,2002-03,Winter,49969.92,Hectare,,Tonnes,1.30266668427726
Jharkhand,GODDA,Rice,2003-04,Autumn,7008.33,Hectare,,Tonnes,0.785333025128668
Jharkhand,GODDA,Rice,2003-04,Winter,45939.53,Hectare,,Tonnes,1.13733335974486
Jharkhand,GUMLA,Rice,2002-03,Autumn,37524.16,Hectare,,Tonnes,0.454000036243316
Jharkhand,GUMLA,Rice,2002-03,Winter,73275.89,Hectare,,Tonnes,0.667999938315317
Jharkhand,GUMLA,Rice,2003-04,Autumn,92407.26,Hectare,,Tonnes,0.506666683981323
Jharkhand,GUMLA,Rice,2003-04,Winter,72630.25,Hectare,,Tonnes,0.820666687365113
Jharkhand,HAZARIBAGH,Rice,2002-03,Autumn,4858.61,Hectare,,Tonnes,0.854665634821482
Jharkhand,HAZARIBAGH,Rice,2002-03,Winter,51597.51,Hectare,,Tonnes,1.02999989728186
Jharkhand,HAZARIBAGH,Rice,2003-04,Autumn,10559.2,Hectare,,Tonnes,1.01666698234714
Jharkhand,HAZARIBAGH,Rice,2003-04,Winter,45358.91,Hectare,,Tonnes,1.15666668356889
Jharkhand,JAMTARA,Rice,2003-04,Winter,33296.39,Hectare,,Tonnes,1.16933337217638
Jharkhand,KODERMA,Rice,2002-03,Winter,14685.71,Hectare,,Tonnes,1.26333353988332
Jharkhand,KODERMA,Rice,2003-04,Winter,12515.08,Hectare,,Tonnes,0.934666551871821
Jharkhand,LATEHAR,Rice,2003-04,Autumn,12998.57,Hectare,,Tonnes,0.293333266659332
Jharkhand,LATEHAR,Rice,2003-04,Winter,17100.47,Hectare,,Tonnes,0.0672207646924324
Jharkhand,LOHARDAGA,Rice,2002-03,Autumn,12453.17,Hectare,,Tonnes,0.694666498570243
Jharkhand,LOHARDAGA,Rice,2002-03,Winter,6723.39,Hectare,,Tonnes,1.05333276814226
Jharkhand,LOHARDAGA,Rice,2003-04,Autumn,21204.71,Hectare,,Tonnes,0.621333184938629
Jharkhand,LOHARDAGA,Rice,2003-04,Winter,9788.79,Hectare,,Tonnes,1.09200013484812
Jharkhand,PAKUR,Rice,2002-03,Autumn,61.81,Hectare,,Tonnes,10.5071460928652
Jharkhand,PAKUR,Rice,2002-03,Winter,44941.72,Hectare,,Tonnes,1.43933320754078
Jharkhand,PAKUR,Rice,2003-04,Autumn,5996.42,Hectare,,Tonnes,1.3679995730786
Jharkhand,PAKUR,Rice,2003-04,Winter,413835.1,Hectare,,Tonnes,1.23133333373607
Jharkhand,PALAMU,Rice,2002-03,Autumn,8044.42,Hectare,,Tonnes,0.250666548986751
Jharkhand,PALAMU,Rice,2002-03,Winter,35364.38,Hectare,,Tonnes,0.711639508454552
Jharkhand,PALAMU,Rice,2003-04,Autumn,21390.53,Hectare,,Tonnes,0.612000263668081
Jharkhand,PALAMU,Rice,2003-04,Winter,34496.44,Hectare,,Tonnes,0.731333242792589
Jharkhand,RANCHI,Rice,2002-03,Autumn,51998.42,Hectare,,Tonnes,0.749999903843232
Jharkhand,RANCHI,Rice,2002-03,Winter,124414.03,Hectare,,Tonnes,1.23533415001507
Jharkhand,RANCHI,Rice,2003-04,Autumn,123810.18,Hectare,,Tonnes,0.764666685728104
Jharkhand,RANCHI,Rice,2003-04,Winter,126638.97,Hectare,,Tonnes,1.18533334012429
Jharkhand,SAHEBGANJ,Rice,2002-03,Winter,30960.84,Hectare,,Tonnes,1.18399985271717
Jharkhand,SAHEBGANJ,Rice,2003-04,Winter,30849.59,Hectare,,Tonnes,1.19866660561777
Karnataka,SHIMOGA,Arecanut,2003-04,Whole Year,28039,Hectare,,Tonnes,1.504796890046
Karnataka,TUMKUR,Arecanut,2001-02,Whole Year,12628,Hectare,,Tonnes,1.22663921444409
Karnataka,TUMKUR,Arecanut,2003-04,Whole Year,15459,Hectare,,Tonnes,1.22659939193997
Karnataka,UDUPI,Arecanut,2001-02,Whole Year,4877,Hectare,,Tonnes,1.78388353496001
Karnataka,UDUPI,Arecanut,2003-04,Whole Year,4954,Hectare,,Tonnes,1.78401291885345
Karnataka,UTTAR KANNAD,Arecanut,2001-02,Whole Year,11483,Hectare,,Tonnes,1.35922668292258
Karnataka,UTTAR KANNAD,Arecanut,2003-04,Whole Year,12177,Hectare,,Tonnes,1.35928389586926
Karnataka,BAGALKOT,Arhar/Tur,2001-02,Kharif,1502,Hectare,,Tonnes,0.615845539280958
Karnataka,BAGALKOT,Arhar/Tur,2002-03,Kharif,2749,Hectare,,Tonnes,0.404874499818115
Karnataka,BAGALKOT,Arhar/Tur,2003-04,Kharif,736,Hectare,,Tonnes,0.0543478260869565
Karnataka,BANGALORE RURAL,Arhar/Tur,2001-02,Kharif,4503,Hectare,,Tonnes,0.62136353542083
Karnataka,BANGALORE RURAL,Arhar/Tur,2002-03,Kharif,3136,Hectare,,Tonnes,0.407525510204081
Karnataka,BANGALORE RURAL,Arhar/Tur,2003-04,Kharif,4572,Hectare,,Tonnes,0.402887139107611
Karnataka,BELGAUM,Arhar/Tur,2001-02,Kharif,3813,Hectare,,Tonnes,0.204301075268817
Karnataka,BELGAUM,Arhar/Tur,2002-03,Kharif,5200,Hectare,,Tonnes,0.239423076923076
Karnataka,BELGAUM,Arhar/Tur,2003-04,Kharif,2346,Hectare,,Tonnes,0.120630861040068
Karnataka,BELLARY,Arhar/Tur,2001-02,Kharif,5944,Hectare,,Tonnes,0.412348586810228
Karnataka,BELLARY,Arhar/Tur,2002-03,Kharif,7906,Hectare,,Tonnes,0.342018719959524
Karnataka,BELLARY,Arhar/Tur,2003-04,Kharif,5526,Hectare,,Tonnes,0.321027868259138
Karnataka,BENGALURU URBAN,Arhar/Tur,2001-02,Kharif,553,Hectare,,Tonnes,0.305605786618444
Karnataka,BENGALURU URBAN,Arhar/Tur,2002-03,Kharif,319,Hectare,,Tonnes,0.467084639498432
Karnataka,BENGALURU URBAN,Arhar/Tur,2003-04,Kharif,843,Hectare,,Tonnes,0.374851720047449
Karnataka,BIDAR,Arhar/Tur,2001-02,Kharif,64077,Hectare,,Tonnes,0.379995942381821
Karnataka,BIDAR,Arhar/Tur,2002-03,Kharif,67313,Hectare,,Tonnes,0.608946265951599
Karnataka,BIDAR,Arhar/Tur,2003-04,Kharif,73792,Hectare,,Tonnes,0.433204141370338
Karnataka,BIJAPUR,Arhar/Tur,2001-02,Kharif,11863,Hectare,,Tonnes,0.365759082862682
Karnataka,BIJAPUR,Arhar/Tur,2002-03,Kharif,18001,Hectare,,Tonnes,0.335370257207932
Karnataka,BIJAPUR,Arhar/Tur,2003-04,Kharif,21604,Hectare,,Tonnes,0.250786891316422
Karnataka,CHAMARAJANAGAR,Arhar/Tur,2001-02,Kharif,2323,Hectare,,Tonnes,0.200602668962548
Karnataka,CHAMARAJANAGAR,Arhar/Tur,2002-03,Kharif,2068,Hectare,,Tonnes,0.118955512572533
Karnataka,CHAMARAJANAGAR,Arhar/Tur,2003-04,Kharif,1459,Hectare,,Tonnes,0.0541466758053461
Karnataka,CHIKMAGALUR,Arhar/Tur,2001-02,Kharif,491,Hectare,,Tonnes,0.305498981670061
Karnataka,CHIKMAGALUR,Arhar/Tur,2002-03,Kharif,919,Hectare,,Tonnes,0.467899891186071
Karnataka,CHIKMAGALUR,Arhar/Tur,2003-04,Kharif,487,Hectare,,Tonnes,0.37577002053388
Karnataka,CHITRADURGA,Arhar/Tur,2001-02,Kharif,7248,Hectare,,Tonnes,0.502483443708609
Karnataka,CHITRADURGA,Arhar/Tur,2002-03,Kharif,7458,Hectare,,Tonnes,0.552963260927862
Karnataka,CHITRADURGA,Arhar/Tur,2003-04,Kharif,6743,Hectare,,Tonnes,0.262197834791635
Karnataka,DAVANGERE,Arhar/Tur,2001-02,Kharif,7871,Hectare,,Tonnes,0.96328293736501
Karnataka,DAVANGERE,Arhar/Tur,2002-03,Kharif,6343,Hectare,,Tonnes,0.760996373955541
Karnataka,DAVANGERE,Arhar/Tur,2003-04,Kharif,5384,Hectare,,Tonnes,0.471210995542347
Karnataka,DHARWAD,Arhar/Tur,2001-02,Kharif,2247,Hectare,,Tonnes,0.16822429906542
Karnataka,DHARWAD,Arhar/Tur,2002-03,Kharif,2551,Hectare,,Tonnes,0.0635045080360642
Karnataka,DHARWAD,Arhar/Tur,2003-04,Kharif,3004,Hectare,,Tonnes,0.099866844207723
Karnataka,GADAG,Arhar/Tur,2001-02,Kharif,1521,Hectare,,Tonnes,0.168310322156476
Karnataka,GADAG,Arhar/Tur,2002-03,Kharif,2480,Hectare,,Tonnes,0.221370967741935
Karnataka,GADAG,Arhar/Tur,2003-04,Kharif,1338,Hectare,,Tonnes,0.0994020926756352
Karnataka,GULBARGA,Arhar/Tur,2001-02,Kharif,318250,Hectare,,Tonnes,0.255550667714061
Karnataka,GULBARGA,Arhar/Tur,2002-03,Kharif,335663,Hectare,,Tonnes,0.481634854005356
Karnataka,GULBARGA,Arhar/Tur,2003-04,Kharif,349894,Hectare,,Tonnes,0.390449679045653
